FID	Shape	Borough	Block	Lot	CD	CT2010	CB2010	SchoolDist	Council	ZipCode	FireComp	PolicePrct	HealthArea	SanitBoro	SanitDistr	SanitSub	Address	ZoneDist1	ZoneDist2	ZoneDist3	ZoneDist4	Overlay1	Overlay2	SPDist1	SPDist2	SPDist3	LtdHeight	SplitZone	BldgClass	LandUse	Easements	OwnerType	OwnerName	LotArea	BldgArea	ComArea	ResArea	OfficeArea	RetailArea	GarageArea	StrgeArea	FactryArea	OtherArea	AreaSource	NumBldgs	NumFloors	UnitsRes	UnitsTotal	LotFront	LotDepth	BldgFront	BldgDepth	Ext	ProxCode	IrrLotCode	LotType	BsmtCode	AssessLand	AssessTot	ExemptLand	ExemptTot	YearBuilt	YearAlter1	YearAlter2	HistDist	Landmark	BuiltFAR	ResidFAR	CommFAR	FacilFAR	BoroCode	BBL	CondoNo	Tract2010	XCoord	YCoord	ZoneMap	ZMCode	Sanborn	TaxMap	EDesigNum	APPBBL	APPDate	PLUTOMapID	Version	MAPPLUTO_F	SHAPE_Leng	SHAPE_Area
10840	<geoprocessing describe geometry object object at 0x0F02CF00>	MN	778	7501	105	  95	2001	02	3	10001	L024	10	5200	1	05	 	261 WEST 28 STREET	C6-2A	M1-6D	 	 	 	 	 	 	 	 	Y	RM	04	0	 	THE ONYX CHELSEA COND	7665	58194	4107	54087	0	3455	0	0	0	652	2	1	11.0	52	54	73.48	104.99	73.46	104.0	 	3	N	3	5	494990.0	7768794.0	0.0	1416135.0	2006	0	0	 	 	7.59	6.02	6.0	6.5	1	1007787501.0	1795	0095	985420	211958	8d	 	105S021	10304	 	1007780001.0	01/03/2008	1	16V2	7	376.436683022	8707.31882952
10894	<geoprocessing describe geometry object object at 0x0261DA20>	MN	776	1	105	  95	2003	02	3	10001	E001	10	5200	1	05	1H	322 8 AVENUE	C6-2A	 	 	 	 	 	 	 	 	 	N	O4	05	0	P	322 PARTNERS,	9605	173491	173491	0	166191	7300	0	0	0	0	2	1	21.0	0	42	71.33	125.0	71.0	125.0	 	3	Y	3	2	2259000.0	14117850.0	0.0	0.0	1925	1985	0	 	 	18.06	6.02	6.0	6.5	1	1007760001.0	0	0095	985184	211505	8d	 	105S010	10304	 	0.0	 	1	16V2	0	457.067123307	10175.0091559
10902	<geoprocessing describe geometry object object at 0x0261D820>	MN	776	59	105	  95	2003	02	3	10001	E001	10	5200	1	05	1H	236 WEST 27 STREET	C6-2A	 	 	 	 	 	 	 	 	 	N	L1	06	0	 	236 WEST 27 LLC	7266	94331	94331	0	82931	0	0	0	0	11400	2	1	15.0	0	52	74.58	98.75	75.0	98.0	E	3	N	5	2	567000.0	6571350.0	0.0	0.0	1929	0	0	 	 	12.98	6.02	6.0	6.5	1	1007760059.0	0	0095	985423	211501	8d	 	105S010	10304	E-92	0.0	 	1	16V2	0	358.823907455	7803.5539646
10942	<geoprocessing describe geometry object object at 0x0F02CE40>	MN	776	69	105	  95	2003	02	3	10001	E001	10	5200	1	05	1H	338 8 AVENUE	C6-2A	 	 	 	 	 	 	 	 	 	N	C7	04	0	 	BLUE 8 REALTY,	3260	9288	2130	7158	0	2130	0	0	0	0	2	1	3.0	12	14	38.08	100.0	38.0	60.0	E	2	Y	3	2	167400.0	1408500.0	0.0	0.0	1950	0	0	 	 	2.85	6.02	6.0	6.5	1	1007760069.0	0	0095	985236	211639	8d	 	105S010	10304	 	0.0	 	1	16V2	0	292.13872317	3646.96260211
10946	<geoprocessing describe geometry object object at 0x0F02C800>	MN	776	65	105	  95	2003	02	3	10001	E001	10	5200	1	05	1H	250 WEST 27 STREET	C6-2A	 	 	 	 	 	 	 	 	 	N	D0	03	0	P	27TH ST APT CORP	10878	66636	3765	62871	0	3765	0	0	0	0	2	1	6.0	79	82	60.42	99.5	100.0	92.0	 	3	Y	5	2	945000.0	5552550.0	148384.0	148384.0	1918	1987	0	 	 	6.13	6.02	6.0	6.5	1	1007760065.0	0	0095	985321	211557	8d	 	105S010	10304	 	0.0	 	1	16V2	0	432.932506264	11605.8667748
10951	<geoprocessing describe geometry object object at 0x0F52B440>	MN	776	4	105	  95	2003	02	3	10001	E001	10	5200	1	05	1H	328 8 AVENUE	C6-2A	 	 	 	 	 	 	 	 	 	N	D7	04	0	P	328-334 8TH AVENUE LL	8800	25938	4320	21618	0	4320	0	0	0	0	2	2	5.0	28	32	88.0	100.0	66.0	98.0	 	3	N	5	2	688500.0	4119750.0	0.0	0.0	1900	0	0	 	 	2.95	6.02	6.0	6.5	1	1007760004.0	0	0095	985210	211581	8d	 	105S010	10304	 	0.0	 	1	16V2	0	391.0354462	9503.9830813
11001	<geoprocessing describe geometry object object at 0x0F02C800>	MN	776	11	105	  95	2003	02	3	10001	E001	10	5200	1	05	1H	247 WEST 26 STREET	C6-2A	 	 	 	 	 	 	 	 	 	N	C7	04	0	 	CHELSEA PARTNERS I,	2469	10000	1000	9000	0	1000	0	0	0	0	2	1	5.0	17	18	25.0	98.75	25.0	80.0	 	3	N	5	2	222300.0	1260450.0	0.0	0.0	1901	1988	0	 	 	4.05	6.02	6.0	6.5	1	1007760011.0	0	0095	985298	211453	8d	 	105S010	10304	 	0.0	 	1	16V2	0	250.594112654	2525.26310047
11082	<geoprocessing describe geometry object object at 0x0F02CE40>	MN	776	68	105	  95	2003	02	3	10001	E001	10	5200	1	05	1H	254 WEST 27 STREET	C6-2A	 	 	 	 	 	 	 	 	 	N	K2	05	0	 	JW NY REALTY LLC	700	2084	2084	0	700	1384	0	0	0	0	2	1	2.0	0	2	50.92	14.92	50.92	14.0	 	3	Y	5	2	315000.0	333000.0	0.0	0.0	1930	0	0	 	 	2.98	6.02	6.0	6.5	1	1007760068.0	0	0095	985280	211632	8d	 	105S010	10304	 	0.0	 	1	16V2	0	128.04929275	699.993668364
11102	<geoprocessing describe geometry object object at 0x0F02D8A0>	MN	776	7502	105	  95	2003	02	3	10001	E001	10	5200	1	05	 	237 WEST 26 STREET	C6-2A	 	 	 	 	 	 	 	 	 	N	RM	04	0	 	 	2457	10014	3516	6498	0	3516	0	0	0	0	2	1	6.0	4	5	24.88	98.75	24.83	98.75	 	0	N	0	5	22637.0	546680.0	0.0	0.0	1910	0	0	 	 	4.08	6.02	6.0	6.5	1	1007767502.0	1711	0095	985395	211399	8d	 	105S010	10304	 	1007760016.0	09/11/2007	1	16V2	7	245.38557322	2264.6774008
11128	<geoprocessing describe geometry object object at 0x0F02D8A0>	MN	776	62	105	  95	2003	02	3	10001	E001	10	5200	1	05	1H	242 WEST 27 STREET	C6-2A	 	 	 	 	 	 	 	 	 	N	O6	05	0	 	PANZEL DEVELOPMENT AS	2456	14952	14952	0	12952	2000	0	0	0	0	2	1	7.0	0	16	24.83	98.75	25.0	99.0	 	0	N	5	5	192150.0	1492200.0	0.0	0.0	1927	1987	0	 	 	6.09	6.02	6.0	6.5	1	1007760062.0	0	0095	985380	211525	8d	 	105S010	10304	 	0.0	 	1	16V2	0	259.049563388	2549.96828877
